#;RAJ;DECJ;P0;P1;NAME;PSRJ;PSR;BINARY;PB;
 ;(hms);(dms);(s); ; ; ;TYPE;(type);(days);
1305;17:26:36;-31:57;0.123470;*;J1726-31;J1726-31;*;*;*;
1306;17:26:07.5;-35:29:58;1.110132;1.22e-12;J1726-3530;J1726-3530;*;*;*;
1307;17:26:49.6;-36:35:45.6;0.287432;1.44e-15;J1726-3635;J1726-3635;*;*;*;
1308;17:26:33.3;-40:06:02;0.882778;3.33e-15;J1726-4006;J1726-4006;*;*;*;
1309;17:27:30.9;-27:39:00.5;1.293100;1.10e-15;J1727-2739;J1727-2739;*;*;*;
1310;17:27:19;-29:59;*;*;J1727-29;J1727-29;RRAT;*;*;
1311;17:27:15.0;-29:46:36.7;0.027083;2.46e-19;J1727-2946;J1727-2946;*;BT;40.3077;
1312;17:28:34.8;-00:07:45.0;0.386004;1.12e-15;B1726-00;J1728-0007;*;*;*;
1313;17:28:46.2;-37:33:08;0.615538;7.20e-17;J1728-3733;J1728-3733;*;*;*;
1314;17:28:27.6;-40:28:10;0.866343;2.33e-16;J1728-4028;J1728-4028;*;*;*;
1315;17:29:10.8;-21:17:28;0.066293;1.72e-19;J1729-2117;J1729-2117;*;*;*;
1316;17:30:21.6;-23:04:31.1;0.008123;2.02e-20;J1730-2304;J1730-2304;HE[lsg+15];*;*;
1317;17:30:08.2;-29:00:46;1.538427;8.85e-15;J1730-2900;J1730-2900;*;*;*;
1318;17:30:32.5;-33:50:39.4;0.139460;8.48e-14;B1727-33;J1730-3350;*;*;*;
1319;17:30:55.5;-33:53:38;3.270242;2.20e-14;J1730-3353;J1730-3353;*;*;*;
1320;17:30:06;-34:48;0.099830;*;J1730-34;J1730-34;*;*;*;
1321;17:31:17.6;-18:47:32.6;0.002345;2.54e-20;J1731-1847;J1731-1847;*;BTX;0.3111;
1322;17:31:00.5;-31:23:43;0.753048;1.68e-15;J1731-3123;J1731-3123;*;*;*;
1323;17:31:14.3;-33:22:45;0.544671;2.81e-14;J1731-3322;J1731-3322;*;*;*;
1324;17:31:42.1;-47:44:34.5;0.829829;1.64e-13;B1727-47;J1731-4744;*;*;*;
1325;17:32:20.0;-19:30:09;0.483770;1.82e-16;J1732-1930;J1732-1930;*;*;*;
1326;17:32:33.5;-31:31:23;0.196543;2.80e-14;J1732-3131;J1732-3131;HE;*;*;
1327;17:32:07.1;-34:26:05;0.332887;4.02e-16;J1732-3426;J1732-3426;*;*;*;
1328;17:32:30;-35:05;0.126690;*;J1732-35;J1732-35;*;*;*;
1329;17:32:20.8;-37:29:05;2.184001;1.30e-15;J1732-3729;J1732-3729;*;*;*;
1330;17:32:50.0;-41:28:48;0.627981;1.28e-14;B1729-41;J1732-4128;*;*;*;
1331;17:32:48.8;-41:56:29.6;0.323434;6.61e-16;J1732-4156;J1732-4156;*;*;*;
1332;17:32:47.7;-50:49:00.1;0.005313;1.42e-20;J1732-5049;J1732-5049;HE;ELL1;5.2630;
1333;17:33:26.4;-22:28:37;0.871683;4.27e-17;B1730-22;J1733-2228;*;*;*;
1334;17:33:25.8;-25:33:11;0.659794;2.10e-15;J1733-2533;J1733-2533;*;*;*;
1335;17:33:33.9;-28:37:33;0.768185;1.11e-15;J1733-2837;J1733-2837;*;*;*;
1336;17:33:58.8;-30:30:49;0.362052;1.65e-15;J1733-3030;J1733-3030;*;*;*;
1337;17:33:55.2;-33:22:03;1.245915;4.10e-15;J1733-3322;J1733-3322;*;*;*;
1338;17:33:26.7;-37:16:55.2;0.337594;1.50e-14;B1730-37;J1733-3716;*;*;*;
1339;17:33:58.6;-40:05:39.7;0.561778;3.62e-15;J1733-4005;J1733-4005;*;*;*;
1340;17:33:00.4;-55:15:40;1.011234;4.00e-16;J1733-5515;J1733-5515;*;*;*;
1341;17:34:45.6;-02:12:39.1;0.839394;4.21e-16;B1732-02;J1734-0212;*;*;*;
1342;17:34:41.6;-24:15:20;0.612524;1.05e-15;J1734-2415;J1734-2415;*;*;*;
1343;17:34:50.8;-30:58:41.4;0.541286;1.62e-17;J1734-3058;J1734-3058;*;*;*;
1344;17:34:26.9;-33:33:20;1.169341;2.28e-12;J1734-3333;J1734-3333;HE[oklk10];*;*;
1345;17:35:48.1;-02:43:48;0.782887;6.32e-16;J1735-0243;J1735-0243;*;*;*;
1346;17:35:04.9;-07:24:52.4;0.419335;1.21e-15;B1732-07;J1735-0724;*;*;*;
1347;17:35:56.9;-32:58:19;0.350963;2.61e-14;J1735-3258;J1735-3258;*;*;*;
1348;17:36:54;+05:48;0.999245;*;J1736+05;J1736+05;*;*;*;
1349;17:36:45.4;-24:57:50;2.642223;3.43e-15;J1736-2457;J1736-2457;*;*;*;
1350;17:36:24.7;-28:19:42;1.592419;1.49e-14;J1736-2819;J1736-2819;*;*;*;
1351;17:36:42.5;-28:43:51;6.445036;3.00e-14;J1736-2843;J1736-2843;*;*;*;
1352;17:36:02.7;-35:11:56;0.502803;1.57e-15;J1736-3511;J1736-3511;*;*;*;
1353;17:37:47.1;-08:11:08.8;0.004175;7.93e-21;J1737-0811;J1737-0811;*;BT;79.5174;
1354;17:37:33.7;-31:02:00.5;0.768672;3.73e-14;J1737-3102;J1737-3102;*;*;*;
1355;17:37:04.2;-31:37:21;0.450432;1.39e-13;J1737-3137;J1737-3137;*;*;*;
1356;17:37:10.5;-33:20:20;0.816273;2.25e-15;J1737-3320;J1737-3320;*;*;*;
1357;17:37:40.0;-35:55:43.8;0.397585;6.12e-15;B1734-35;J1737-3555;*;*;*;
1358;17:38:53.9;+03:33:10.8;0.005850;2.41e-20;J1738+0333;J1738+0333;*;ELL1;0.3548;
1359;17:38:25;+04:20;1.391790;*;J1738+04;J1738+04;*;*;*;
1360;17:38:08.8;-23:30:47;1.978847;8.56e-15;J1738-2330;J1738-2330;*;*;*;
1361;17:38:05.0;-26:47:46;0.349591;3.15e-15;J1738-2647;J1738-2647;*;*;*;
1362;17:38:14.6;-27:36:25.8;0.627716;4.62e-15;J1738-2736;J1738-2736;*;*;*;
1363;17:38:52.2;-29:55:51;0.443398;8.19e-14;J1738-2955;J1738-2955;*;*;*;
1364;17:38:47.4;-31:07:44;0.549498;2.96e-16;J1738-3107;J1738-3107;*;*;*;
1365;17:38:54.1;-32:11:53.6;0.768499;7.95e-16;B1735-32;J1738-3211;*;*;*;
1366;17:38:34.4;-33:16:01.6;0.730373;8.86e-17;J1738-3316;J1738-3316;*;*;*;
1367;17:39:17.9;+06:12:28.4;0.234169;1.56e-16;J1739+0612;J1739+0612;*;*;*;
1368;17:39:57.8;-13:13:18.6;1.215698;8.17e-17;J1739-1313;J1739-1313;*;*;*;
1369;17:39:32.6;-25:21:56;1.818461;2.40e-16;J1739-2521;J1739-2521;RRAT;*;*;
1370;17:39:34.2;-29:03:03.5;0.322882;7.88e-15;B1736-29;J1739-2903;*;*;*;
1371;17:39:39.8;-30:23:12;0.114368;1.14e-14;J1739-3023;J1739-3023;HE[lsg+15];*;*;
1372;17:39:23.2;-30:49:40;0.239317;2.18e-15;J1739-3049;J1739-3049;*;*;*;
1373;17:39:24.3;-31:31:15.3;0.529441;1.86e-14;B1736-31;J1739-3131;*;*;*;
1374;17:39:48.6;-31:59:49;0.877561;1.97e-16;J1739-3159;J1739-3159;*;*;*;
1375;17:39:38.2;-39:52:00.3;0.341772;1.99e-17;J1739-3951;J1739-3951;*;*;*;
1376;17:40:25.9;+10:00:06.3;0.154087;2.15e-14;J1740+1000;J1740+1000;*;*;*;
1377;17:40:07.3;+13:11:56.6;0.803050;1.45e-15;B1737+13;J1740+1311;*;*;*;
1378;17:40:45.3;-25:40:19;1.692656;1.85e-15;J1740-2540;J1740-2540;*;*;*;
1379;17:40:33.8;-30:15:43.5;0.606887;4.66e-13;B1737-30;J1740-3015;*;*;*;
1380;17:40:50.0;-30:52:04.3;0.570313;2.55e-14;J1740-3052;J1740-3052;*;MSS;231.0296;
1381;17:40:25.7;-33:27:53.5;0.515001;3.90e-15;J1740-3327;J1740-3327;*;*;*;
1382;17:40:44.5;-53:40:40.9;0.003650;1.68e-19;J1740-5340A;J1740-5340A;*;BT;1.3541;
1383;17:41:22.5;-08:40:31.8;2.043082;2.27e-15;B1738-08;J1741-0840;*;*;*;
1384;17:41:31.1;+13:51:44.1;0.003747;3.02e-20;J1741+1351;J1741+1351;HE[egc+13];ELL1;16.3353;
1385;17:41:06.8;-20:19:24;3.904506;1.63e-14;J1741-2019;J1741-2019;*;*;*;
1386;17:41:57.2;-20:54:11.8;0.413700;1.70e-14;J1741-2054;J1741-2054;HE;*;*;
1387;17:41:35.0;-27:19:23;0.346797;8.06e-17;J1741-2719;J1741-2719;*;*;*;
1388;17:41:01.3;-27:33:51;0.892959;1.48e-16;J1741-2733;J1741-2733;*;*;*;
1389;17:41:53.5;+27:58:09.0;1.360738;1.84e-15;J1741+2758;J1741+2758;*;*;*;
1390;17:41:14.4;-29:45:35;0.223558;6.34e-16;J1741-2945;J1741-2945;*;*;*;
1391;17:41:07.0;-30:16:31;1.893749;8.99e-15;J1741-3016;J1741-3016;*;*;*;
1392;17:41:54;-34:19;0.875137;*;J1741-34;J1741-34;*;*;*;
1393;17:41:18.0;-39:27:38.0;0.512211;1.93e-15;B1737-39;J1741-3927;*;*;*;
1394;17:42:04.4;-39:57:22;1.016349;8.16e-17;J1742-3957;J1742-3957;*;*;*;
1395;17:42:26.1;-46:16:53.5;0.412401;3.38e-17;J1742-4616;J1742-4616;*;*;*;
1396;17:43:08.1;-03:39:11.5;0.444645;1.56e-15;B1740-03;J1743-0339;*;*;*;
1397;17:43:16;+05:29;1.473630;*;J1743+05;J1743+05;*;*;*;
1398;17:43:37.6;-13:51:38.0;0.405337;4.78e-16;B1740-13;J1743-1351;*;*;*;
1399;17:43:20.1;-24:42:55;1.242508;4.72e-16;J1743-2442;J1743-2442;*;*;*;
1400;17:43:36.6;-31:50:21.7;2.414576;1.21e-13;B1740-31;J1743-3150;*;*;*;
1401;17:43:15.5;-31:53:05.3;0.193105;1.06e-14;J1743-3153;J1743-3153;*;*;*;
1402;17:43:06;-35:32;0.569980;*;J1743-35;J1743-35;*;*;*;
1403;17:43:05.2;-42:12:02.4;0.306167;7.83e-16;J1743-4212;J1743-4212;*;*;*;
1404;17:44:29.4;-11:34:54.6;0.004075;8.93e-21;J1744-1134;J1744-1134;HE[aaa+09f];*;*;
1405;17:44:16.5;-16:10:35.8;1.757206;2.38e-15;J1744-1610;J1744-1610;*;*;*;
1406;17:44:48.4;-23:35:55;1.683507;8.33e-16;J1744-2335;J1744-2335;*;*;*;
1407;17:44:05.6;-31:30:04;1.066061;2.12e-14;J1744-3130;J1744-3130;*;*;*;
1408;17:44:02.6;-39:22:21.1;0.172444;1.55e-18;J1744-3922;J1744-3922;*;ELL1;0.1914;
1409;17:44:38.9;-53:37:51;0.355666;1.90e-16;J1744-5337;J1744-5337;*;*;*;
1410;17:45:02.0;-01:29:18.1;1.045407;6.31e-16;J1745-0129;J1745-0129;*;*;*;
1411;17:45:09.1;-09:52:39.6;0.019376;9.25e-20;J1745-0952;J1745-0952;*;ELL1;4.9435;
1412;17:45:33.8;+10:17:52.5;0.002652;2.73e-21;J1745+1017;J1745+1017;HE;ELL1;0.7302;
1413;17:45:16.7;-22:29:14;1.160593;2.86e-15;J1745-2229;J1745-2229;*;*;*;
1414;17:45:40.1;-29:00:29.8;3.763733;1.76e-11;J1745-2900;J1745-2900;AXP,HE;*;*;
1415;17:45:16;-29:10;0.982000;*;J1745-2910;J1745-2910;*;*;*;
1416;17:45:47.8;-29:12:30.7;0.187379;*;J1745-2912;J1745-2912;*;*;*;
1417;17:45:56.3;-30:40:23.1;0.367432;1.07e-14;B1742-30;J1745-3040;*;*;*;
1418;17:45:15.4;-38:12:07.3;0.698353;2.43e-15;J1745-3812;J1745-3812;*;*;*;
1419;17:46:00.8;+22:45:28.9;3.465038;4.92e-15;J1746+2245;J1746+2245;*;*;*;
1420;17:46:06.8;+25:40:37.5;1.058148;1.05e-15;J1746+2540;J1746+2540;*;*;*;
1421;17:46;-27:51;0.487528;*;J1746-27;J1746-27;*;*;*;
1422;17:46:03.3;-28:50:13.3;1.478480;1.27e-14;J1746-2849;J1746-2849;*;*;*;
1423;17:46:06.6;-28:50:42;1.077101;1.34e-12;J1746-2850;J1746-2850;*;*;*;
1424;17:46:49.8;-28:56:58.9;0.945224;1.25e-14;J1746-2856;J1746-2856;*;*;*;
1425;17:46:54.9;-32:39:55.8;0.199541;6.56e-15;J1746-3239;J1746-3239;NRAD;*;*;
1426;17:47:58.3;-10:30:05;1.578793;4.30e-16;J1747-1030;J1747-1030;*;*;*;
1427;17:47:30.8;-26:47:14;0.500254;1.32e-14;J1747-2647;J1747-2647;*;*;*;
1428;17:47:26.5;-28:02:37;2.780079;2.37e-15;J1747-2802;J1747-2802;*;*;*;
1429;17:47:22.8;-28:09:15.0;0.052153;1.56e-13;J1747-2809;J1747-2809;*;*;*;
1430;17:47:15.8;-29:58:01.0;0.098814;6.13e-14;J1747-2958;J1747-2958;*;*;*;
1431;17:47:48.7;-40:36:54.7;0.001646;1.31e-20;J1747-4036;J1747-4036;HE;*;*;
1432;17:48:17.4;-13:00:52.0;0.394133;1.21e-15;B1745-12;J1748-1300;*;*;*;
1433;17:48:52.6;-20:21:39.7;0.288603;3.99e-16;B1745-20A;J1748-2021A;*;*;*;
1434;17:48:52.9;-20:21:38.8;0.016760;-3.29e-19;J1748-2021B;J1748-2021B;*;BT;20.5500;
1435;17:48:51.1;-20:21:53.8;0.006227;-5.98e-20;J1748-2021C;J1748-2021C;*;*;*;
1436;17:48:51.6;-20:21:07.4;0.013496;5.87e-19;J1748-2021D;J1748-2021D;*;BT;0.2861;
1437;17:48:52.8;-20:21:29.3;0.016264;3.12e-19;J1748-2021E;J1748-2021E;*;*;*;
1438;17:48:52.3;-20:21:39.3;0.003794;-1.05e-20;J1748-2021F;J1748-2021F;*;BT;9.8340;
1439;17:48:48.5;-24:44:37;0.442838;1.11e-16;J1748-2444;J1748-2444;*;*;*;
1440;17:48:02.2;-24:46:36.9;0.011563;-3.40e-20;B1744-24A;J1748-2446A;*;BT;0.0756;
1441;17:48:04.8;-24:46:45;0.005788;*;J1748-2446aa;J1748-2446aa;*;*;*;
1442;17:48:04.8;-24:46:45;0.005120;*;J1748-2446ab;J1748-2446ab;*;*;*;
1443;17:48:04.8;-24:46:45;0.005087;*;J1748-2446ac;J1748-2446ac;*;*;*;
1444;17:48:04.8;-24:46:45;0.001396;0.00e+00;J1748-2446ad;J1748-2446ad;*;ELL1;1.0944;
1445;17:48:04.8;-24:46:45;0.003659;*;J1748-2446ae;J1748-2446ae;*;BT;0.1707;
1446;17:48:04.8;-24:46:45;0.003304;*;J1748-2446af;J1748-2446af;*;*;*;
1447;17:48:04.8;-24:46:45;0.004448;*;J1748-2446ag;J1748-2446ag;*;*;*;
1448;17:48:04.8;-24:46:45;0.004965;*;J1748-2446ah;J1748-2446ah;*;*;*;
1449;17:48:04.8;-24:46:45;0.021228;*;J1748-2446ai;J1748-2446ai;*;BT;0.8509;
1450;17:48:04.5;-24:46:36;0.008436;-6.06e-19;J1748-2446C;J1748-2446C;*;*;*;
1451;17:48:04.8;-24:46:45;0.004714;*;J1748-2446D;J1748-2446D;*;*;*;
1452;17:48:04.8;-24:46:45;0.002198;*;J1748-2446E;J1748-2446E;*;BT;60.0600;
1453;17:48:04.8;-24:46:45;0.005540;*;J1748-2446F;J1748-2446F;*;*;*;
1454;17:48:04.8;-24:46:45;0.021672;*;J1748-2446G;J1748-2446G;*;*;*;
1455;17:48:04.8;-24:46:45;0.004926;*;J1748-2446H;J1748-2446H;*;*;*;
1456;17:48:04.8;-24:46:45;0.009570;*;J1748-2446I;J1748-2446I;*;BT;1.3280;
1457;17:48:04.8;-24:46:45;0.080338;*;J1748-2446J;J1748-2446J;*;BT;1.1020;
1458;17:48:04.8;-24:46:45;0.002970;*;J1748-2446K;J1748-2446K;*;*;*;
1459;17:48:04.8;-24:46:45;0.002245;*;J1748-2446L;J1748-2446L;*;*;*;
1460;17:48:04.8;-24:46:45;0.003570;*;J1748-2446M;J1748-2446M;*;BT;0.4431;
1461;17:48:04.8;-24:46:45;0.008667;*;J1748-2446N;J1748-2446N;*;BT;0.3855;
1462;17:48:04.8;-24:46:45;0.001677;*;J1748-2446O;J1748-2446O;*;BT;0.2595;
1463;17:48:04.8;-24:46:45;0.001729;*;J1748-2446P;J1748-2446P;*;BT;0.3626;
1464;17:48:04.8;-24:46:45;0.002812;*;J1748-2446Q;J1748-2446Q;*;BT;30.2950;
1465;17:48:04.8;-24:46:45;0.005029;*;J1748-2446R;J1748-2446R;*;*;*;
1466;17:48:04.8;-24:46:45;0.006117;*;J1748-2446S;J1748-2446S;*;*;*;
1467;17:48:04.8;-24:46:45;0.007085;*;J1748-2446T;J1748-2446T;*;*;*;
1468;17:48:04.8;-24:46:45;0.003289;*;J1748-2446U;J1748-2446U;*;BT;3.5703;
1469;17:48:04.8;-24:46:45;0.002073;*;J1748-2446V;J1748-2446V;*;BT;0.5036;
1470;17:48:04.8;-24:46:45;0.004205;*;J1748-2446W;J1748-2446W;*;BT;4.8770;
1471;17:48:04.8;-24:46:45;0.002999;*;J1748-2446X;J1748-2446X;*;BT;4.9985;
1472;17:48:04.8;-24:46:45;0.002048;*;J1748-2446Y;J1748-2446Y;*;BT;1.1700;
1473;17:48:04.8;-24:46:45;0.002463;*;J1748-2446Z;J1748-2446Z;*;BT;3.4881;
1474;17:48;-30:17;0.382735;*;J1748-30;J1748-30;*;*;*;
1475;17:48:23.7;-30:09:12.2;0.009684;*;J1748-3009;J1748-3009;*;BT;2.9338;
1476;17:49:29;+16:24;2.311650;*;J1749+16;J1749+16;*;*;*;
1477;17:49:15.6;-23:47:17;0.874486;2.42e-15;J1749-2347;J1749-2347;*;*;*;
1478;17:49:11.2;-26:29:10;1.335388;1.72e-15;J1749-2629;J1749-2629;*;*;*;
1479;17:49:13.4;-30:02:35;0.609874;7.87e-15;B1746-30;J1749-3002;*;*;*;
1480;17:49:23.7;-49:31:59;0.445822;5.90e-16;J1749-4931;J1749-4931;*;*;*;
1481;17:49:44.5;-56:05:19;1.332310;2.12e-15;B1745-56;J1749-5605;*;*;*;
1482;17:50:40;+07:33;1.908810;*;J1750+07;J1750+07;*;*;*;
1483;17:50:18.4;-20:43:08;5.639047;7.95e-15;J1750-2043;J1750-2043;*;*;*;
1484;17:50:59.7;-24:38:58;0.712794;1.08e-14;J1750-2438;J1750-2438;*;*;*;
1485;17:50:22.9;-24:44:47;0.899377;2.64e-16;J1750-2444;J1750-2444;*;*;*;
1486;17:50:33.3;-25:36:43;0.034749;*;J1750-2536;J1750-2536;*;BT;17.1416;
1487;17:50:04.0;-28:45;1.300513;5.78e-15;J1750-28;J1750-28;*;*;*;
1488;17:50:47.3;-31:57:44.1;0.910363;1.97e-16;B1747-31;J1750-3157;*;*;*;
1489;17:50:44.5;-35:03:08.9;0.684014;3.81e-17;J1750-3503;J1750-3503;*;*;*;
1490;17:50:13.8;-37:03:10.9;0.111601;5.66e-18;J1750-3703A;J1750-3703A;*;BT;17.3343;
1491;17:50:12.1;-37:03:22.9;0.006075;1.92e-20;J1750-3703B;J1750-3703B;*;BT;3.6051;
1492;17:50:13.4;-37:03:05.5;0.026569;-9.96e-19;J1750-3703C;J1750-3703C;*;*;*;
1493;17:50:13.0;-37:03:06.3;0.005140;4.93e-19;J1750-3703D;J1750-3703D;*;*;*;
1494;17:51:52.6;-25:16:43;0.394836;2.64e-15;J1751-2516;J1751-2516;*;*;*;
1495;17:51:32.6;-28:57:46.5;0.003915;1.12e-20;J1751-2857;J1751-2857;*;DD;110.7465;
1496;17:51:32.7;-33:23:39.6;0.548227;8.83e-15;J1751-3323;J1751-3323;*;*;*;
1497;17:51:42.2;-46:57:24.8;0.742352;1.29e-15;B1747-46;J1751-4657;*;*;*;
1498;17:52:35.4;+23:59:48.2;0.409051;6.43e-16;J1752+2359;J1752+2359;*;*;*;
1499;17:52:58.7;-24:10:26;0.191037;6.18e-16;J1752-2410;J1752-2410;*;*;*;
1500;17:52:58.6;-28:06:37.3;0.562558;8.13e-15;B1749-28;J1752-2806;*;*;*;
1501;17:52:24.5;-28:21:10;0.640229;3.47e-15;J1752-2821;J1752-2821;*;*;*;
1502;17:52:53;-12:59;0.405454;*;J1753-12;J1753-12;RRAT;*;*;
1503;17:53:35.1;-19:14:58;0.062955;2.02e-18;J1753-1914;J1753-1914;*;*;*;
1504;17:53:39.8;-22:40:42;0.095138;9.70e-19;J1753-2240;J1753-2240;*;BT;13.6376;
1505;17:53:30.6;-25:00:25;0.528336;1.41e-14;B1750-24;J1753-2501;*;*;*;
1506;17:53;-38:49;0.666804;*;J1753-38;J1753-38;RRAT;*;*;
1507;17:54:36.5;-24:22:24;2.090248;8.30e-16;J1754-2422;J1754-2422;*;*;*;
1508;17:54:30.1;-30:15:03;1.320490;4.43e-15;J1754-3014;J1754-3014;RRAT;*;*;
1509;17:54:37.3;-34:43:53.9;0.361691;5.71e-16;J1754-3443;J1754-3443;*;*;*;
1510;17:54:54.6;-35:10:43.0;0.392704;7.82e-16;J1754-3510;J1754-3510;*;*;*;
1511;17:54:22.9;+52:01:12.3;2.391397;1.56e-15;B1753+52;J1754+5201;*;*;*;
1512;17:55:10.3;-09:03:51.6;0.190710;7.81e-16;J1755-0903;J1755-0903;*;*;*;
1513;17:55:11.6;-16:50:41;0.733744;6.86e-16;J1755-1650;J1755-1650;*;*;*;
1514;17:55:35.8;-20:25:00;0.322231;4.42e-15;J1755-2025;J1755-2025;*;*;*;
1515;17:55:36;-25:53;0.315196;*;J1755-25;J1755-25;*;DD;9.6963;
1516;17:55:59.7;-25:21:27;1.175968;9.02e-14;J1755-2521;J1755-2521;*;*;*;
1517;17:55:19.3;-25:21:09;1.004513;3.12e-14;J1755-25211;J1755-25211;*;*;*;
1518;17:55:49.8;-25:34:39;0.233541;1.12e-14;J1755-2534;J1755-2534;*;*;*;
1519;17:55:16.2;-26:00;0.430872;1.23e-14;J1755-26;J1755-26;*;*;*;
1520;17:55:41.8;-27:25:45;0.261955;1.37e-17;J1755-2725;J1755-2725;*;*;*;
1521;17:55:12;-33:31;0.959466;*;J1755-33;J1755-33;*;*;*;
1522;17:55:35.4;-37:16:10.7;0.012786;3.11e-20;J1755-3716;J1755-3716;*;ELL1;11.5156;
1523;17:56:17.5;+18:22:55.3;0.744001;5.13e-16;J1756+1822;J1756+1822;*;*;*;
1524;17:56:25.5;-22:25:48;0.404980;5.27e-14;J1756-2225;J1756-2225;*;*;*;
1525;17:56:46.6;-22:51:59.3;0.028462;1.02e-18;J1756-2251;J1756-2251;*;DD;0.3196;
1526;17:56:57.9;-24:35:34;0.670480;2.85e-16;B1753-24;J1756-2435;*;*;*;
1527;17:56:42;-25:28;0.855986;*;J1756-25;J1756-25;*;*;*;
1528;17:57:19.3;-26:19:08;0.724514;1.24e-15;J1756-2619;J1756-2619;*;*;*;
1529;17:57:24;-15:03:18;0.179400;*;J1757-15;J1757-15;*;*;*;
1530;17:57:25;-16:26;0.451273;*;J1757-16;J1757-16;*;*;*;
1531;17:57:03.7;-18:54:03.3;0.021497;2.63e-18;J1757-1854;J1757-1854;*;DDH;0.1835;
1532;17:57:50.7;-22:23:49;0.185310;7.82e-16;J1757-2223;J1757-2223;*;*;*;
1533;17:57:29.3;-24:22:07.4;0.234106;1.30e-14;B1754-24;J1757-2421;*;*;*;
1534;17:57:54.7;-27:45;0.017687;2.10e-19;J1757-27;J1757-27;*;*;*;
1535;17:57:15.1;-53:22:26.3;0.008870;2.63e-20;J1757-5322;J1757-5322;*;ELL1;0.4533;
1536;17:58:05.6;-19:31:41;0.692552;1.69e-14;J1758-1931;J1758-1931;*;*;*;
1537;17:58:44.4;-22:06:45;0.430278;9.56e-16;J1758-2206;J1758-2206;*;*;*;
1538;17:58:31.9;-25:40:49;2.107263;1.55e-15;J1758-2540;J1758-2540;*;*;*;
1539;17:58:34.2;-26:30:10;1.202893;5.17e-15;J1758-2630;J1758-2630;*;*;*;
1540;17:58:15.4;-28:46:02;0.766706;9.41e-17;J1758-2846;J1758-2846;*;*;*;
1541;17:58:25.8;+30:30:24.0;0.947256;7.20e-16;J1758+3030;J1758+3030;*;*;*;
1542;17:59:34.3;-10:29:57;2.512263;1.57e-14;J1759-1029;J1759-1029;*;*;*;
1543;17:59:28.1;-17:36:10;0.798452;2.55e-16;J1759-1736;J1759-1736;*;*;*;
1544;17:59:41.7;-19:03:19;0.731505;3.07e-15;J1759-1903;J1759-1903;*;*;*;
1545;17:59:57.0;-19:40:29;0.254720;9.34e-17;J1759-1940;J1759-1940;*;*;*;
1546;17:59:35.4;-19:56:08;2.843389;1.86e-14;J1759-1956;J1759-1956;*;*;*;
1547;17:59:24.1;-22:05:33.0;0.460974;1.09e-14;B1756-22;J1759-2205;*;*;*;
1548;17:59:49.2;-23:02:08;0.810718;1.07e-14;J1759-2302;J1759-2302;*;*;*;
1549;17:59:30.9;-23:07:17;0.558889;3.76e-15;J1759-2307;J1759-2307;*;*;*;
1550;17:59:24;-24:02;1.457739;*;J1759-24;J1759-24;*;*;*;
1551;17:59:35.1;-25:49:07;0.956549;9.96e-14;J1759-2549;J1759-2549;*;*;*;
1552;17:59:48.2;-29:22:07;0.574400;4.63e-15;J1759-2922;J1759-2922;*;*;*;
1553;17:59:22.0;-31:07:21.5;1.078953;3.77e-15;J1759-3107;J1759-3107;*;*;*;
1554;18:00:22.0;-01:25:30.6;0.783185;1.15e-14;J1800-0125;J1800-0125;*;*;*;
1555;18:00:12.3;-21:14:19;1.799272;5.50e-16;J1800-2114;J1800-2114;*;*;*;
1556;18:00;-23:43;1.030820;*;B1757-23;J1800-2343;*;*;*;
1557;18:01;+50:28;0.578364;*;J1800+50;J1800+50;*;*;*;
1558;18:01:22.6;-03:57:55.0;0.921491;3.31e-15;B1758-03;J1801-0357;*;*;*;
1559;18:01:50.6;-08:57:31.8;0.007176;-5.13e-19;J1801-0857A;J1801-0857A;*;*;*;
1560;18:01:50.5;-08:57:32.8;0.028962;2.19e-18;J1801-0857B;J1801-0857B;*;BT;59.8365;
1561;18:01:50.7;-08:57:32.7;0.003739;-6.50e-20;J1801-0857C;J1801-0857C;*;*;*;
1562;18:01:55.3;-08:57:24.3;0.004227;6.90e-21;J1801-0857D;J1801-0857D;*;*;*;
1563;18:01:51.0;-14:17:34.5;0.003625;5.30e-21;J1801-1417;J1801-1417;*;*;*;
1564;18:01:22.3;-18:55:49;2.550498;1.82e-16;J1801-1855;J1801-1855;*;*;*;
1565;18:01:46.6;-19:09:36;1.108725;7.03e-16;J1801-1909;J1801-1909;*;*;*;
1566;18:01:32.4;-21:15:18;0.438113;1.55e-17;J1801-2115;J1801-2115;*;*;*;
1567;18:01:08.3;-21:54:32;0.375297;1.60e-14;J1801-2154;J1801-2154;*;*;*;
1568;18:01:19.8;-23:04:44.6;0.415827;1.13e-13;B1758-23;J1801-2304;*;*;*;
1569;18:01:00.0;-24:51:27.5;0.124924;1.28e-13;B1757-24;J1801-2451;*;*;*;
1570;18:01:46.8;-29:20:38.6;1.081908;3.29e-15;B1758-29;J1801-2920;*;*;*;
1571;18:01:25.8;-32:10:53.7;0.007454;-4.44e-23;J1801-3210;J1801-3210;*;ELL1;20.7717;
1572;18:01:52.6;-34:58:37;1.385604;3.97e-16;J1801-3458;J1801-3458;*;*;*;
1573;18:02:27.4;+01:28:23.7;0.554262;2.11e-15;J1802+0128;J1802+0128;*;*;*;
1574;18:02:44;+03:38;0.664300;*;J1802+03;J1802+03;*;*;*;
1575;18:02:12;-05:23:53;1.681000;*;J1802-05;J1802-05;*;*;*;
