#;RAJ;DECJ;P0;P1;NAME;PSRJ;PSR;BINARY;PB;
 ;(hms);(dms);(s); ; ; ;TYPE;(type);(days);
1576;18:02:14.8;-17:45:17;0.514671;5.64e-16;J1802-1745;J1802-1745;*;*;*;
1577;18:02:05.3;-21:24:03.6;0.012648;7.26e-20;J1802-2124;J1802-2124;*;ELL1;0.6989;
1578;18:02:03.1;-24:26:43;0.569007;8.56e-15;J1802-2426;J1802-2426;*;*;*;
1579;18:02:55.2;-33:46:45;2.461052;1.32e-15;J1802-3346;J1802-3346;*;*;*;
1580;18:03:34.6;-16:16:30;0.536596;1.77e-15;J1803-1616;J1803-1616;*;*;*;
1581;18:03:59.0;-18:57:19;2.864338;1.52e-14;J1803-1857;J1803-1857;*;*;*;
1582;18:03:29.4;-19:20:41;0.443649;3.30e-16;J1803-1920;J1803-1920;*;*;*;
1583;18:03:51.4;-21:37:07.3;0.133667;1.34e-13;B1800-21;J1803-2137;HE;*;*;
1584;18:03:09.6;-21:49:13;0.106332;1.95e-14;J1803-2149;J1803-2149;NRAD;*;*;
1585;18:03:31.6;-27:12:06;0.334415;1.71e-17;B1800-27;J1803-2712;*;BT;406.7810;
1586;18:03:34.1;-30:02:02;0.007101;*;J1803-3002A;J1803-3002A;*;*;*;
1587;18:03:34.1;-30:02:02;0.004397;*;J1803-3002B;J1803-3002B;*;*;*;
1588;18:03:34.1;-30:02:02;0.005840;*;J1803-3002C;J1803-3002C;*;*;*;
1589;18:03:44.4;-33:29:10.7;0.633412;3.37e-16;J1803-3329;J1803-3329;*;*;*;
1590;18:04:49.8;-07:35:24.6;0.023101;4.67e-19;B1802-07;J1804-0735;*;BT;2.6168;
1591;18:04:28.1;-22:28:18;0.570511;1.43e-16;J1804-2228;J1804-2228;*;*;*;
1592;18:04:21.1;-27:17:31.3;0.009343;4.09e-20;J1804-2717;J1804-2717;*;DD;11.1287;
1593;18:04:48;-28:07;1.273011;*;J1804-28;J1804-28;*;*;*;
1594;18:05:10.1;+03:06:30.2;0.218712;9.99e-16;B1802+03;J1805+0306;*;*;*;
1595;18:05:55;+06:14;0.002130;*;J1805+06;J1805+06;*;BT;0.3375;
1596;18:05:31.4;-06:19:45.4;0.454651;9.69e-16;J1805-0619;J1805-0619;*;*;*;
1597;18:05:06.1;-15:04:36;1.181269;2.73e-16;J1805-1504;J1805-1504;*;*;*;
1598;18:05:37.0;-20:32:51;0.405769;8.39e-15;J1805-2032;J1805-2032;*;*;*;
1599;18:05:28.1;-20:37:16;0.357807;1.76e-15;J1805-2037;J1805-2037;*;*;*;
1600;18:05:25.9;-24:47:30;0.661402;5.82e-18;J1805-2447;J1805-2447;*;*;*;
1601;18:05:42.4;-29:48:00;0.428341;4.74e-16;J1805-2948;J1805-2948;*;*;*;
1602;18:06:52.1;+10:23:18.3;0.484286;5.73e-17;J1806+1023;J1806+1023;*;*;*;
1603;18:06:06.7;-11:54:28.7;0.522618;1.41e-15;B1804-12;J1806-1154;*;*;*;
1604;18:06:25.7;-16:18:38;0.668309;8.62e-16;J1806-1618;J1806-1618;*;*;*;
1605;18:06:06.6;-19:20:23;0.879791;1.70e-17;J1806-1920;J1806-1920;*;*;*;
1606;18:06:19.5;-21:25:40;0.481789;1.21e-13;J1806-2125;J1806-2125;*;*;*;
1607;18:07:25;+04:05;0.798900;*;J1807+04;J1807+04;*;*;*;
1608;18:07:51.2;+07:56:43.3;0.464300;1.29e-16;J1807+0756;J1807+0756;*;*;*;
1609;18:07:38.0;-08:47:43.2;0.163727;2.88e-17;B1804-08;J1807-0847;*;*;*;
1610;18:07:20.3;-24:59:52.9;0.003059;-4.34e-21;J1807-2459A;J1807-2459A;*;BT;0.0711;
1611;18:07:20.8;-25:00:01.9;0.004186;8.23e-20;J1807-2459B;J1807-2459B;*;DD;9.9567;
1612;18:07:13.6;-25:57:20;2.764195;4.99e-15;J1807-2557;J1807-2557;RRAT;*;*;
1613;18:07:08.4;-27:15:03.0;0.827776;1.22e-14;B1804-27;J1807-2715;*;*;*;
1614;18:08:19;+00:34;0.425115;*;J1808+00;J1808+00;*;*;*;
1615;18:08:09.4;-08:13:01.8;0.876044;1.24e-15;J1808-0813;J1808-0813;*;*;*;
1616;18:08:45.6;-10:20:48.3;0.596993;7.72e-16;J1808-1020;J1808-1020;*;*;*;
1617;18:08:39.0;-15:17:40;0.544549;2.67e-15;J1808-1517;J1808-1517;*;*;*;
1618;18:08:42.3;-17:26:27;0.241035;1.16e-17;J1808-1726;J1808-1726;*;*;*;
1619;18:08:39.3;-20:24:39.8;7.555920;5.49e-10;J1808-2024;J1808-2024;AXP,NRAD;*;*;
1620;18:08:06.3;-20:58:08;0.918410;1.71e-14;B1805-20;J1808-2057;*;*;*;
1621;18:08:13.2;-27:01:21;2.457882;6.58e-14;J1808-2701;J1808-2701;*;*;*;
1622;18:08:04.4;-32:49:34;0.364912;7.05e-15;J1808-3249;J1808-3249;*;*;*;
1623;18:09:51.3;-01:19:29.0;0.744976;2.29e-15;J1809-0119;J1809-0119;*;*;*;
1624;18:09:35.9;-07:43:01.4;0.313886;1.52e-16;J1809-0743;J1809-0743;*;*;*;
1625;18:09:45.5;-14:29:25.0;0.895285;5.24e-15;J1809-1429;J1809-1429;*;*;*;
1626;18:09:37.2;-18:50:55;1.124481;1.06e-14;J1809-1850;J1809-1850;*;*;*;
1627;18:09:43.1;-19:17:38.1;0.082747;2.55e-14;J1809-1917;J1809-1917;*;*;*;
1628;18:09:51.0;-19:43:51.9;5.540743;2.83e-12;J1809-1943;J1809-1943;AXP,HE;*;*;
1629;18:09:15.8;-20:04:12;0.434811;7.28e-15;J1809-2004;J1809-2004;*;*;*;
1630;18:09:14.3;-21:09:02.9;0.702414;3.82e-15;B1806-21;J1809-2109;*;*;*;
1631;18:09:50.2;-23:32:22.6;0.146789;3.44e-14;J1809-2332;J1809-2332;NRAD;*;*;
1632;18:09:26.9;-35:47:18;0.860388;1.20e-16;J1809-3547;J1809-3547;*;*;*;
1633;18:10:59.1;-14:41:33.6;0.217214;2.39e-17;J1810-1441;J1810-1441;*;*;*;
1634;18:10:37.2;+17:44:37.3;0.001660;*;J1810+1744;J1810+1744;HE;BT;0.1500;
1635;18:10:55.5;-18:20:39;0.153716;5.22e-17;J1810-1820;J1810-1820;*;*;*;
1636;18:10:58.9;-20:05:08.2;0.032822;1.47e-19;J1810-2005;J1810-2005;*;ELL1;15.0120;
1637;18:10:44.4;-53:38:07.7;0.261049;3.83e-16;B1806-53;J1810-5338;*;*;*;
1638;18:11:19.8;-01:54:30.9;0.924945;1.61e-15;J1811-0154;J1811-0154;*;*;*;
1639;18:11:20.4;+07:02:29.7;0.461713;2.69e-15;J1811+0702;J1811+0702;*;*;*;
1640;18:11:17.0;-10:49:03;2.623859;8.00e-16;J1811-1049;J1811-1049;*;*;*;
1641;18:11:26.5;-17:17:47;0.391385;1.20e-16;J1811-1717;J1811-1717;*;*;*;
1642;18:11:55.0;-17:36:37.7;0.104182;9.01e-19;J1811-1736;J1811-1736;*;BT;18.7792;
1643;18:11:29.7;-18:35:44;0.557464;6.31e-15;J1811-1835;J1811-1835;*;*;*;
1644;18:11:29.2;-19:25:28;0.064667;4.40e-14;J1811-1925;J1811-1925;NRAD;*;*;
1645;18:11:19.8;-24:05:18.3;0.002661;1.34e-20;J1811-2405;J1811-2405;*;ELL1;6.2723;
1646;18:11:55.5;-24:39:53;0.415813;2.97e-16;J1811-2439;J1811-2439;*;*;*;
1647;18:11:27.1;-49:30:20.8;1.432704;2.25e-15;J1811-4930;J1811-4930;*;*;*;
1648;18:12:53.1;+02:26:57.1;0.793903;3.60e-15;B1810+02;J1812+0226;*;*;*;
1649;18:12:07.2;-17:18:29.5;1.205374;1.91e-14;B1809-173;J1812-1718;*;*;*;
1650;18:12:15.8;-17:33:37.8;0.538341;9.82e-16;B1809-176;J1812-1733;*;*;*;
1651;18:12:34.8;-19:10:39;0.430991;3.77e-14;J1812-1910;J1812-1910;*;*;*;
1652;18:12:20.9;-21:02:36;1.223352;2.39e-14;J1812-2102;J1812-2102;*;*;*;
1653;18:12:32.3;-25:26:38;0.315835;1.77e-16;J1812-2526;J1812-2526;*;*;*;
1654;18:12:40.5;-27:48:03;0.236983;3.16e-16;J1812-2748;J1812-2748;*;*;*;
1655;18:12:44.9;-30:39:21;0.587477;6.60e-16;J1812-3039;J1812-3039;*;*;*;
1656;18:13:23.7;-12:45:59.2;0.048072;1.76e-14;J1813-1246;J1813-1246;NRAD;*;*;
1657;18:13:35.1;-17:49:57.4;0.044699;1.27e-13;J1813-1749;J1813-1749;NRAD;*;*;
1658;18:13:38.7;+18:22:15.0;0.336425;2.10e-17;J1813+1822;J1813+1822;*;*;*;
1659;18:13:39.8;-21:13:00.4;0.426466;2.08e-15;J1813-2113;J1813-2113;*;*;*;
1660;18:13:29.1;-22:42:06;0.328514;4.78e-17;J1813-2242;J1813-2242;*;*;*;
1661;18:13:40.5;-26:21:57.0;0.004430;1.25e-20;J1813-2621;J1813-2621;*;ELL1;8.1598;
1662;18:13:13.2;+40:13:39.0;0.931089;2.55e-15;B1811+40;J1813+4013;*;*;*;
1663;18:14:26.1;-05:21:37.0;1.014219;8.84e-16;J1814-0521;J1814-0521;*;*;*;
1664;18:14:41.2;-06:18:01.7;1.377868;2.92e-16;J1814-0618;J1814-0618;*;*;*;
1665;18:14:42.7;+11:30:43.9;0.751261;1.66e-15;J1814+1130;J1814+1130;*;*;*;
1666;18:14:37.3;-16:49:28;0.957464;6.33e-15;J1814-1649;J1814-1649;*;*;*;
1667;18:14:43.1;-17:44:48;3.975905;7.45e-13;J1814-1744;J1814-1744;*;*;*;
1668;18:15:14.6;-17:38:03.0;0.198436;7.79e-14;J1815-1738;J1815-1738;*;*;*;
1669;18:15:03.0;-19:10:00.4;1.249924;3.63e-14;J1815-1910;J1815-1910;*;*;*;
1670;18:15;+55:29;0.426802;*;J1815+55;J1815+55;*;*;*;
1671;18:16:24.5;-07:55:22.5;0.217643;6.48e-15;J1816-0755;J1816-0755;*;*;*;
1672;18:16:29.1;-14:46:30;0.594500;1.33e-15;J1816-1446;J1816-1446;*;*;*;
1673;18:16:18.6;-17:29:02.7;0.782313;7.26e-15;B1813-17;J1816-1729;*;*;*;
1674;18:16:35.4;-26:49:53;0.592885;6.64e-17;B1813-26;J1816-2650;*;*;*;
1675;18:16:35.9;+45:10:33.8;0.003193;4.31e-20;J1816+4510;J1816+4510;HE[ksr+12];ELL1;0.3609;
1676;18:16:36.4;-56:43:42.1;0.217923;1.93e-18;J1816-5643;J1816-5643;*;*;*;
1677;18:17:49.7;-07:43:18.9;0.438095;-2.30e-18;J1817-0743;J1817-0743;*;*;*;
1678;18:17:36.2;-15:11:39;0.224604;1.43e-15;J1817-1511;J1817-1511;*;*;*;
1679;18:17:06.8;-19:38:36;2.046838;3.60e-16;J1817-1938;J1817-1938;*;*;*;
1680;18:17;-23:11;0.625470;*;B1814-23;J1817-2311;*;*;*;
1681;18:17:05.7;-36:18:04.0;0.387017;2.05e-15;B1813-36;J1817-3618;*;*;*;
1682;18:17:00.2;-38:37:59.7;0.384487;5.80e-16;J1817-3837;J1817-3837;*;*;*;
1683;18:18:15;-01:49:02;0.838500;*;J1818-01;J1818-01;*;*;*;
1684;18:18:26.4;-11:16:29;0.544800;3.82e-15;J1818-1116;J1818-1116;*;*;*;
1685;18:18:23.7;-14:22:36.7;0.291489;2.04e-15;B1815-14;J1818-1422;*;*;*;
1686;18:18:27.9;-14:48:38;0.281371;6.15e-15;J1818-1448;J1818-1448;*;*;*;
1687;18:18:14.6;-15:19:43;0.939690;4.11e-15;J1818-1519;J1818-1519;*;*;*;
1688;18:18:37.5;-15:41:45;0.551134;9.68e-15;J1818-1541;J1818-1541;*;*;*;
1689;18:18:51.9;-15:56:04;0.952709;7.06e-16;J1818-1556;J1818-1556;*;*;*;
1690;18:19:50.5;-09:25:49.9;0.852047;3.13e-15;J1819-0925;J1819-0925;*;*;*;
1691;18:19:39.9;-10:08:28;0.301490;1.32e-15;J1819-1008;J1819-1008;*;*;*;
1692;18:19:28.7;-11:14:43;0.294163;5.66e-16;J1819-1114;J1819-1114;*;*;*;
1693;18:19:58.1;-11:31:29;1.388137;7.61e-16;J1819-1131;J1819-1131;*;*;*;
1694;18:19:56.2;+13:05:15.2;1.060364;3.59e-16;J1819+1305;J1819+1305;*;*;*;
1695;18:19:43.6;-13:18:42;1.515696;5.97e-16;J1819-1318;J1819-1318;*;*;*;
1696;18:19:56.8;-14:08:01.6;1.788490;2.59e-15;J1819-1408;J1819-1408;*;*;*;
1697;18:19:34.1;-14:58:03.5;4.263164;5.75e-13;J1819-1458;J1819-1458;RRAT,HE;*;*;
1698;18:19:53.6;-15:10:20.6;0.226539;7.85e-18;J1819-1510;J1819-1510;*;*;*;
1699;18:19:30;-17:05;2.352135;*;J1819-17;J1819-17;*;*;*;
1700;18:19:43.4;-17:17:16;0.393522;3.45e-15;J1819-1717;J1819-1717;*;*;*;
1701;18:20:52.6;-04:27:38.1;0.598076;6.33e-15;B1818-04;J1820-0427;*;*;*;
1702;18:20:22.7;-05:09:38.5;0.337321;9.32e-16;J1820-0509;J1820-0509;*;*;*;
1703;18:20:19.7;-13:46:15.3;0.921460;4.50e-15;B1817-13;J1820-1346;*;*;*;
1704;18:20:40.8;-15:29:50;0.333243;3.79e-14;J1820-1529;J1820-1529;*;*;*;
1705;18:20:39.0;-18:18:03.3;0.309905;9.36e-17;B1817-18;J1820-1818;*;*;*;
1706;18:21:38.8;+01:55:21.9;0.033781;2.90e-20;J1821+0155;J1821+0155;*;*;*;
1707;18:21:10.3;-02:56:38.6;0.414111;3.72e-17;J1821-0256;J1821-0256;*;*;*;
1708;18:21:44.7;-03:31:12.7;0.902316;2.53e-15;J1821-0331;J1821-0331;*;*;*;
1709;18:21:34.3;-14:19:26;1.656010;8.95e-13;J1821-1419;J1821-1419;*;*;*;
1710;18:21:39.7;-14:32:53.2;1.915131;5.37e-15;J1821-1432;J1821-1432;*;*;*;
1711;18:21:13.5;+17:15:47.0;1.366682;8.71e-16;J1821+1715;J1821+1715;*;*;*;
1712;18:22;+41:45;1.261787;*;J1821+41;J1821+41;*;*;*;
1713;18:22:18.4;+07:05:19.0;1.362817;1.75e-15;J1822+0705;J1822+0705;*;*;*;
1714;18:22:51.8;-08:48:59.0;2.504518;4.03e-16;J1822-0848;J1822-0848;*;BT;286.8303;
1715;18:22:39.8;-09:07:36;0.974700;3.55e-16;J1822-0907;J1822-0907;*;*;*;
1716;18:22:14.6;+11:20:56.2;1.787037;2.35e-15;J1822+1120;J1822+1120;*;*;*;
1717;18:22:41.7;-12:52:49;2.071040;8.48e-14;J1822-1252;J1822-1252;*;*;*;
1718;18:22:54.0;-14:00:02.4;0.214771;9.07e-16;B1820-14;J1822-1400;*;*;*;
1719;18:22:18.0;-16:04:26.8;8.437721;2.14e-14;J1822-1604;J1822-1604;AXP,NRAD;*;*;
1720;18:22:36.6;-16:17:35;0.831156;1.89e-15;J1822-1617;J1822-1617;*;*;*;
1721;18:22:58.9;-22:56:31;1.874269;1.35e-15;B1819-22;J1822-2256;*;*;*;
1722;18:22:11.3;-42:09:10.9;0.456512;4.59e-16;J1822-4209;J1822-4209;*;*;*;
1723;18:23:52.1;-01:54:04.6;0.759777;1.13e-15;J1823-0154;J1823-0154;*;*;*;
1724;18:23:30.9;+05:50:24.3;0.752907;2.27e-16;B1821+05;J1823+0550;*;*;*;
1725;18:23:40.3;-11:15:11;0.279829;1.38e-15;B1820-11;J1823-1115;*;BT;357.7620;
1726;18:23:19.8;-11:26:04;1.846534;3.65e-14;J1823-1126;J1823-1126;*;*;*;
1727;18:23:24.2;-13:47:54;0.617107;9.60e-15;J1823-1347;J1823-1347;*;*;*;
1728;18:23:21.4;-15:26:22;1.625405;4.52e-15;J1823-1526;J1823-1526;*;*;*;
1729;18:23:09.6;-18:07:33;1.636792;2.79e-16;J1823-1807;J1823-1807;*;*;*;
1730;18:23:40.4;-30:21:40.1;0.005440;3.38e-18;B1820-30A;J1823-3021A;HE[faa+11];*;*;
1731;18:23:41.5;-30:21:40.9;0.378596;2.99e-17;B1820-30B;J1823-3021B;*;*;*;
1732;18:23:41.1;-30:21:38.4;0.405936;2.24e-16;J1823-3021C;J1823-3021C;*;*;*;
1733;18:23:40.5;-30:21:43.6;0.003020;*;J1823-3021D;J1823-3021D;*;*;*;
1734;18:23:40.5;-30:21:40.2;0.004394;*;J1823-3021E;J1823-3021E;*;*;*;
1735;18:23:40.5;-30:21:40.2;0.004850;*;J1823-3021F;J1823-3021F;*;*;*;
1736;18:23:46.7;-31:06:49.7;0.284054;2.93e-15;B1820-31;J1823-3106;*;*;*;
1737;18:24:53.4;-01:27:51.4;2.499468;3.91e-15;J1824-0127;J1824-0127;*;*;*;
1738;18:24:05;+10:17;0.004070;*;J1824+10;J1824+10;*;BT;82.5000;
1739;18:24:29.5;-11:18:42.6;0.435759;3.55e-15;B1821-11;J1824-1118;*;*;*;
1740;18:24:56.1;-11:59:53.4;0.362492;5.38e-15;J1824-1159;J1824-1159;*;*;*;
1741;18:24:50.1;-13:50:21.0;1.396599;6.07e-16;J1824-1350;J1824-1350;*;*;*;
1742;18:24:57.3;-14:23:05.3;0.359394;3.92e-16;J1824-1423;J1824-1423;*;*;*;
1743;18:24:14.1;-15:00:33;0.412230;7.58e-16;J1824-1500;J1824-1500;*;*;*;
1744;18:24:00.4;-19:45:51.7;0.189335;5.23e-15;B1821-19;J1824-1945;*;*;*;
1745;18:24:10.3;-22:33:11;1.161743;3.01e-16;J1824-2233;J1824-2233;*;*;*;
1746;18:24:28.6;-23:28:17;1.505875;1.74e-15;J1824-2328;J1824-2328;*;*;*;
1747;18:24:32.0;-24:52:10.8;0.003054;1.62e-18;B1821-24A;J1824-2452A;HE[skk+97,bvs+11];*;*;
1748;18:24:32.8;-24:52:11.2;0.006547;*;J1824-2452B;J1824-2452B;*;*;*;
1749;18:24:32.8;-24:52:11.2;0.004159;*;J1824-2452C;J1824-2452C;*;BT;8.0780;
1750;18:24:32.8;-24:52:11.2;0.079832;*;J1824-2452D;J1824-2452D;*;BT;30.4040;
1751;18:24:32.8;-24:52:11.2;0.005420;*;J1824-2452E;J1824-2452E;*;*;*;
1752;18:24:32.8;-24:52:11.2;0.002451;*;J1824-2452F;J1824-2452F;*;*;*;
1753;18:24:32.8;-24:52:11.2;0.005909;*;J1824-2452G;J1824-2452G;*;BT;0.1046;
1754;18:24:32.8;-24:52:11.2;0.004629;*;J1824-2452H;J1824-2452H;*;BT;0.4350;
1755;18:24:32.5;-24:52:08.6;0.003932;0.00e+00;J1824-2452I;J1824-2452I;HE;BT;0.4594;
1756;18:24:32.8;-24:52:11.2;0.004039;*;J1824-2452J;J1824-2452J;*;BT;0.0974;
1757;18:24:32.8;-24:52:11.2;0.004461;*;J1824-2452K;J1824-2452K;*;BT;3.9103;
1758;18:24:32.8;-24:52:11.2;0.004100;*;J1824-2452L;J1824-2452L;*;BT;0.2257;
1759;18:24:30.5;-25:37:19;0.223320;4.40e-16;J1824-2537;J1824-2537;*;*;*;
1760;18:25:15.3;+00:04:19.7;0.778949;8.76e-16;B1822+00;J1825+0004;*;*;*;
1761;18:25:55.9;-03:19:57.5;0.004554;6.80e-21;J1825-0319;J1825-0319;*;BT;52.6305;
1762;18:25:30.6;-09:35:22.3;0.769006;5.25e-14;B1822-09;J1825-0935;*;*;*;
1763;18:25:18.3;-11:08:54;1.925872;1.90e-15;J1825-1108;J1825-1108;*;*;*;
1764;18:25:02.9;-14:46:53.2;0.279187;2.27e-14;B1822-14;J1825-1446;*;*;*;
1765;18:25:58;-31:02:20;2.382000;*;J1825-31;J1825-31;*;*;*;
1766;18:26:02;-33:21;1.271200;*;J1825-33;J1825-33;RRAT;*;*;
1767;18:26:05.4;-11:31:43.6;2.093136;4.91e-15;B1823-11;J1826-1131;*;*;*;
1768;18:26:08.5;-12:56:33.0;0.110224;1.21e-13;J1826-1256;J1826-1256;NRAD;*;*;
1769;18:26:13.1;-13:34:46.8;0.101487;7.53e-14;B1823-13;J1826-1334;HE;*;*;
1770;18:26:42.3;-14:19:21.6;0.770620;8.78e-15;J1826-1419;J1826-1419;RRAT;*;*;
1771;18:26:12.6;-15:26:03;0.382073;1.08e-15;J1826-1526;J1826-1526;*;*;*;
1772;18:27:02.7;-07:50:19.2;0.270502;1.54e-15;J1827-0750;J1827-0750;*;*;*;
1773;18:27:45.8;-09:34:16.4;0.512548;7.23e-15;J1827-0934;J1827-0934;*;*;*;
1774;18:27:05.4;-09:58:43.1;0.245757;1.00e-15;B1824-10;J1827-0958;*;*;*;
1775;18:27:24.6;-14:46:28;0.499187;4.53e-14;J1827-1446;J1827-1446;NRAD;*;*;
1776;18:28:20.7;-06:11:51.5;0.269415;1.46e-15;J1828-0611;J1828-0611;*;*;*;
1777;18:28:28.0;+06:25:00.5;0.003630;*;J1828+0625;J1828+0625;*;BT;6.0000;
1778;18:28:30.3;-10:07:10.1;0.153197;6.13e-16;J1828-1007;J1828-1007;*;*;*;
1779;18:28:33.2;-10:57:26;0.246328;2.07e-14;J1828-1057;J1828-1057;*;*;*;
1780;18:28:18.8;-11:01:50.9;0.072052;1.48e-14;J1828-1101;J1828-1101;HE[lsg+15];*;*;
1781;18:28:42.8;-13:36:45;0.860332;9.95e-16;J1828-1336;J1828-1336;*;*;*;
1782;18:28:53.3;+13:59:35.3;0.741640;7.29e-16;J1828+1359;J1828+1359;*;*;*;
1783;18:28:21.5;-21:19:56;0.514523;1.27e-15;J1828-2119;J1828-2119;*;*;*;
1784;18:29:47.1;+00:00:08.5;0.199147;5.25e-16;J1829+0000;J1829+0000;*;*;*;
1785;18:29:05.3;-07:34:22;0.318401;4.79e-15;J1829-0734;J1829-0734;*;*;*;
1786;18:29:06.0;-10:11:25;0.829166;-5.00e-18;J1829-1011;J1829-1011;*;*;*;
1787;18:29:43.1;-17:51:03.9;0.307133;5.55e-15;B1826-17;J1829-1751;*;*;*;
1788;18:29:34.6;+24:56:18.1;0.041010;5.25e-20;J1829+2456;J1829+2456;*;BT;1.1760;
1789;18:30:30.7;-00:52:54.0;0.345698;2.37e-16;J1830-0052;J1830-0052;*;*;*;
1790;18:30:19.6;-01:31:48.1;0.457536;6.32e-15;J1830-0131;J1830-0131;*;*;*;
1791;18:30:06;-10:39;0.245260;*;J1830-10;J1830-10;*;*;*;
1792;18:30:47.5;-10:59:27.9;0.405043;6.00e-14;B1828-11;J1830-1059;*;*;*;
1793;18:30:01.7;-11:35:32;6.221553;4.77e-14;J1830-1135;J1830-1135;*;*;*;
1794;18:30:41.9;-13:13:16.2;0.747188;1.71e-15;J1830-1313;J1830-1313;*;*;*;
1795;18:30:00.3;-14:14:37;0.771493;7.62e-17;J1830-1414;J1830-1414;*;*;*;
1796;18:31:36.3;-08:23:23.9;0.612133;3.09e-16;J1831-0823;J1831-0823;*;*;*;
1797;18:31:34.3;-09:52:01.7;0.067267;8.32e-15;J1831-0952;J1831-0952;HE[lsg+15];*;*;
1798;18:31:12.8;-12:23:31;2.857941;5.47e-15;J1831-1223;J1831-1223;*;*;*;
1799;18:31:55.9;-13:29:56;2.165679;2.99e-15;J1831-1329;J1831-1329;*;*;*;
1800;18:31:29.1;-14:23:46;0.507945;1.09e-15;J1831-1423;J1831-1423;*;*;*;
1801;18:32:50.7;+00:29:27;0.533917;1.51e-15;J1832+0029;J1832+0029;*;*;*;
1802;18:32:42.6;-06:44:01.8;0.744295;3.71e-14;J1832-0644;J1832-0644;*;*;*;
1803;18:32:37.0;-08:27:03.6;0.647293;6.39e-14;B1829-08;J1832-0827;*;*;*;
1804;18:32:27.5;-08:36:55.0;0.002719;8.27e-21;J1832-0836;J1832-0836;*;*;*;
1805;18:32:40.8;-10:21:32.7;0.330354;4.20e-15;B1829-10;J1832-1021;*;*;*;
1806;18:32:30;-28:43;0.199300;*;J1832-28;J1832-28;*;*;*;
1807;18:33:05.4;-02:09:16.4;0.291931;2.75e-15;J1833-0209;J1833-0209;*;*;*;
1808;18:33:41.9;-03:39:04.3;0.686704;4.16e-14;B1831-03;J1833-0338;*;*;*;
1809;18:33:38.8;-05:56:05;1.521545;1.28e-15;J1833-0556;J1833-0556;*;*;*;
1810;18:33:07.6;-05:59:25;0.483459;1.23e-14;J1833-0559;J1833-0559;*;*;*;
1811;18:33:40.3;-08:27:31.2;0.085284;9.17e-15;B1830-08;J1833-0827;*;*;*;
1812;18:33:44.3;-08:31:07.7;7.565408;3.43e-12;J1833-0831;J1833-0831;AXP,NRAD;*;*;
1813;18:33:33.5;-10:34:07.5;0.061884;2.02e-13;J1833-1034;J1833-1034;HE;*;*;
1814;18:33:58.4;-10:55:31;0.633640;5.27e-16;J1833-1055;J1833-1055;*;*;*;
1815;18:33:14.8;-60:23:04;1.889436;2.70e-16;B1828-60;J1833-6023;*;*;*;
1816;18:34:17.2;-00:10:53.3;0.520954;1.05e-17;B1831-00;J1834-0010;*;ELL1;1.8111;
1817;18:34:51.0;-00:31:34.3;0.329532;4.49e-16;J1834-0031;J1834-0031;*;*;*;
1818;18:34:25.6;-04:26:15.8;0.290108;7.19e-17;B1831-04;J1834-0426;*;*;*;
1819;18:34:37.9;-06:02:35;0.487914;1.83e-15;J1834-0602;J1834-0602;*;*;*;
1820;18:34:29.2;-06:33:01.1;0.317315;6.04e-16;J1834-0633;J1834-0633;*;*;*;
1821;18:34:16.0;-07:31:07;0.512980;5.82e-14;J1834-0731;J1834-0731;*;*;*;
1822;18:34:31.3;-07:42:20.6;0.788354;3.25e-14;J1834-0742;J1834-0742;*;*;*;
1823;18:34:29.8;-08:12:00;0.491142;9.96e-15;J1834-0812;J1834-0812;*;*;*;
1824;18:34:52.1;-08:45:56.0;2.482302;7.96e-12;J1834-0845;J1834-0845;AXP,NRAD;*;*;
1825;18:34:36;-09:15;0.512327;*;J1834-09;J1834-09;*;*;*;
1826;18:34:27;+10:44;1.172719;*;J1834+10;J1834+10;*;*;*;
1827;18:34:23.1;-12:02:26.4;0.610259;6.74e-18;J1834-1202;J1834-1202;*;*;*;
1828;18:34:53.4;-17:10:50;0.358306;4.69e-17;J1834-1710;J1834-1710;*;*;*;
1829;18:34:45.9;-18:55:59;1.465656;1.93e-15;J1834-1855;J1834-1855;*;*;*;
1830;18:35:21.9;-01:14:33.6;0.005116;7.00e-21;J1835-0114;J1835-0114;*;BT;6.6925;
1831;18:35:12.9;-03:49:09.9;0.841865;3.06e-15;J1835-0349;J1835-0349;*;*;*;
1832;18:35:08.1;-05:22:08;1.087749;4.73e-16;J1835-0522;J1835-0522;*;*;*;
1833;18:35:05.5;-06:43:06.4;0.305830;4.05e-14;B1832-06;J1835-0643;*;*;*;
1834;18:35:38.0;-09:24:27;0.859192;2.14e-14;J1835-0924;J1835-0924;*;*;*;
1835;18:35:21.8;-09:24:15.9;0.235249;1.18e-17;J1835-09242;J1835-09242;*;*;*;
1836;18:35:22.2;-09:28:02;0.621734;9.69e-16;J1835-0928;J1835-0928;*;*;*;
1837;18:35:46.6;-09:44:29;0.145347;4.39e-15;J1835-0944;J1835-0944;*;*;*;
1838;18:35:44.8;-09:46:38;0.379536;4.32e-17;J1835-0946;J1835-0946;*;*;*;
1839;18:35:57.5;-10:20:04.5;0.302450;5.92e-15;J1835-1020;J1835-1020;*;*;*;
1840;18:35:18.2;-11:06:15.1;0.165907;2.06e-14;J1835-1106;J1835-1106;*;*;*;
1841;18:35:50.3;-15:48:38;0.670486;1.74e-15;J1835-1548;J1835-1548;*;*;*;
1842;18:35:44;-32:59:25;0.003889;*;J1835-3259A;J1835-3259A;*;*;*;
